,t,x,step
0,0.0,2.502457226467048,0.0
1,0.001,8.08365677141864,0.0
2,0.002,-8.38093597740465,0.0
3,0.003,12.072119265141012,0.0
4,0.004,6.628714781523079,0.0
5,0.005,-2.741118321449097,0.0
6,0.006,10.529965699125261,0.0
7,0.007,-2.4854379820222308,0.0
8,0.008,12.477364906991491,0.0
9,0.009000000000000001,-1.926838414566248,0.0
10,0.01,3.7291149490757944,0.0
11,0.011,-9.368060626007267,0.0
12,0.012,-1.139376207063839,0.0
13,0.013000000000000001,-4.3616604928713905,0.0
14,0.014,0.7095972233892367,0.0
15,0.015,6.224353252397734,0.0
16,0.016,-9.2946800210125,0.0
17,0.017,7.6696524636383705,0.0
18,0.018000000000000002,11.821659020741633,0.0
19,0.019,8.74982292735972,0.0
20,0.02,-1.510986057929096,0.0
21,0.021,0.42440032147555523,0.0
22,0.022,6.238568941998892,0.0
23,0.023,-8.223048425905677,0.0
24,0.024,3.4815058164152974,0.0
25,0.025,3.1157917686193004,0.0
26,0.026000000000000002,-1.1340867186807089,0.0
27,0.027,5.1183947488315304,0.0
28,0.028,5.325299471879124,0.0
29,0.029,-13.127899022050043,0.0
30,0.03,-1.478009557392808,0.0
31,0.031,-11.817381871227354,0.0
32,0.032,12.22412932392596,0.0
33,0.033,6.168024007850585,0.0
34,0.034,-1.0877668357442278,0.0
35,0.035,-3.6756458322566137,0.0
36,0.036000000000000004,-4.013072147722676,0.0
37,0.037,0.47060859895212015,0.0
38,0.038,-2.5941510528924194,0.0
39,0.039,11.304014418527194,0.0
40,0.04,7.565074843269753,0.0
41,0.041,-14.732193693453942,0.0
42,0.042,-11.700320874496875,0.0
43,0.043000000000000003,-7.769406859716806,0.0
44,0.044,6.668388757409492,0.0
45,0.045,-9.421142892381447,0.0
46,0.046,-4.522859709980246,0.0
47,0.047,-6.619013648275914,0.0
48,0.048,11.617195216851268,0.0
49,0.049,9.820358411937512,0.0
50,0.05,3.4281920019861176,0.0
51,0.051000000000000004,13.90564449883106,0.0
52,0.052000000000000005,-7.517785409310915,0.0
53,0.053,12.360308928671028,0.0
54,0.054,-9.597316657307301,0.0
55,0.055,8.775241965302653,0.0
56,0.056,-10.034933377152365,0.0
57,0.057,12.968098075159489,0.0
58,0.058,6.437839990508539,0.0
59,0.059000000000000004,6.160240290435187,0.0
60,0.06,-0.04064388630079563,0.0
61,0.061,5.793884329117031,0.0
62,0.062,0.4638863734176662,0.0
63,0.063,-12.75571774068456,0.0
64,0.064,5.051295593476985,0.0
65,0.065,2.8233335006530926,0.0
66,0.066,4.356475751558804,0.0
67,0.067,8.56957728988261,0.0
68,0.068,-7.974863030664607,0.0
69,0.069,14.50862295770493,0.0
70,0.07,8.337857066227873,0.0
71,0.07100000000000001,12.488774028775516,0.0
72,0.07200000000000001,3.3009033850006833,0.0
73,0.073,5.730792719976881,0.0
74,0.074,-10.364124127224557,0.0
75,0.075,7.091315391144831,0.0
76,0.076,-0.21409364163058545,0.0
77,0.077,4.390672238066685,0.0
78,0.078,-9.519895695971247,0.0
79,0.079,-4.140742694513671,0.0
80,0.08,-11.847502959818785,0.0
81,0.081,-5.005668597218385,0.0
82,0.082,-5.05498992726681,0.0
83,0.083,0.6195682443907372,0.0
84,0.084,10.128047302507667,0.0
85,0.085,-14.072256788585259,0.0
86,0.08600000000000001,2.484807916450455,0.0
87,0.08700000000000001,-6.139867749694937,0.0
88,0.088,14.937256467916413,0.0
89,0.089,12.46653414175056,0.0
90,0.09,3.7459523082201804,0.0
91,0.091,-1.0783916605631898,0.0
92,0.092,-0.09830464944623779,0.0
93,0.093,-9.754129235742761,0.0
94,0.094,-1.6965461863291562,0.0
95,0.095,-13.186091218079842,0.0
96,0.096,11.37868427637068,0.0
97,0.097,-2.5214966492468798,0.0
98,0.098,13.333903143906799,0.0
99,0.099,-10.815423487347763,0.0
100,0.1,0.458400878406382,0.0
101,0.101,12.28401335060071,0.0
102,0.10200000000000001,-4.377393329240987,0.0
103,0.10300000000000001,14.74483177181326,0.0
104,0.10400000000000001,-2.4639295578839224,0.0
105,0.105,-1.690384390102381,0.0
106,0.106,6.0411999724313,0.0
107,0.107,3.9630207644210707,0.0
