,t,x,step
0,0.0,14.971741571396308,0.0
1,0.001,15.459217667828264,0.0
2,0.002,-13.60153964201643,0.0
3,0.003,9.37397643835981,0.0
4,0.004,-5.628839595308077,0.0
5,0.005,-12.719849582136398,0.0
6,0.006,11.280347343829876,0.0
7,0.007,-4.229018557337455,0.0
8,0.008,-16.406848093926733,0.0
9,0.009000000000000001,8.804713985605801,0.0
10,0.01,-12.458594504354762,0.0
11,0.011,16.20571537863211,0.0
12,0.012,-14.208204658200794,0.0
13,0.013000000000000001,2.015139386512188,0.0
14,0.014,14.991490348440184,0.0
15,0.015,4.447214619250932,0.0
16,0.016,-6.789406867935716,0.0
17,0.017,-13.633140364260495,0.0
18,0.018000000000000002,9.911609858881713,0.0
19,0.019,-9.879015944323324,0.0
20,0.02,15.37213065010918,0.0
21,0.021,-5.359224351248292,0.0
22,0.022,7.233143180417627,0.0
23,0.023,1.5929028231527833,0.0
24,0.024,-4.317894678609676,0.0
25,0.025,-4.238020023501701,0.0
26,0.026000000000000002,-14.317311703592445,0.0
27,0.027,16.214964962112166,0.0
28,0.028,4.622802749676408,0.0
29,0.029,-4.420753300477238,0.0
30,0.03,-4.5022232855685225,0.0
31,0.031,-6.0053485767932715,0.0
32,0.032,-15.551220617461228,0.0
33,0.033,12.908325458464208,0.0
34,0.034,-5.239191292521559,0.0
35,0.035,15.400556012475253,0.0
36,0.036000000000000004,2.5448031659135286,0.0
37,0.037,-3.1545732529492434,0.0
38,0.038,-6.851217705283242,0.0
39,0.039,-13.18083982501054,0.0
40,0.04,-12.849723980929692,0.0
41,0.041,-15.337320675557889,0.0
42,0.042,-6.300155881434437,0.0
43,0.043000000000000003,1.489247570987993,0.0
44,0.044,-5.1409621071924985,0.0
45,0.045,-12.056156133708926,0.0
46,0.046,-7.142268142821822,0.0
47,0.047,7.763863447749139,0.0
48,0.048,-7.678348906377629,0.0
49,0.049,3.2213307866379735,0.0
50,0.05,-16.39717540575774,0.0
51,0.051000000000000004,-8.046817958750232,0.0
52,0.052000000000000005,11.556719781165988,0.0
53,0.053,13.498117766718154,0.0
54,0.054,-4.660158930803052,0.0
55,0.055,5.7377269021045585,0.0
56,0.056,7.34109477624164,0.0
57,0.057,6.530780621127013,0.0
58,0.058,-12.958897249140124,0.0
59,0.059000000000000004,-12.331582923062491,0.0
60,0.06,13.991727541186929,0.0
61,0.061,-4.843208920460335,0.0
62,0.062,-5.506918851701565,0.0
63,0.063,12.608613463858273,0.0
64,0.064,5.122928566594629,0.0
65,0.065,8.207618526154217,0.0
66,0.066,-0.3183516409679048,0.0
67,0.067,4.591846655350345,0.0
68,0.068,-3.1377061469806904,0.0
69,0.069,9.795319067793546,0.0
70,0.07,11.818054637043721,0.0
71,0.07100000000000001,14.69746828734688,0.0
72,0.07200000000000001,5.034880767967927,0.0
73,0.073,-0.2313791116423246,0.0
74,0.074,-11.164477063675147,0.0
75,0.075,2.953913317985164,0.0
76,0.076,-8.051351419314352,0.0
77,0.077,-7.2451085539034,0.0
78,0.078,-2.3977926215583523,0.0
79,0.079,9.431144810181545,0.0
80,0.08,4.757089133741763,0.0
81,0.081,-10.756280370251586,0.0
82,0.082,-0.7520561249017506,0.0
83,0.083,4.421746015747079,0.0
84,0.084,3.9694589036173165,0.0
85,0.085,11.982691091884185,0.0
86,0.08600000000000001,-4.091846604419451,0.0
87,0.08700000000000001,7.282370913052054,0.0
88,0.088,14.48527600301751,0.0
89,0.089,14.021915178055707,0.0
90,0.09,5.360564306653368,0.0
91,0.091,12.501468896472746,0.0
